words	nodeTypes	synsetCount	units
crowd	NOUN	6	batmanforever
cape	NOUN	2	batmanforever
guywire	NOUN	0	batmanforever
gentleman	NOUN	2	batmanforever
foot	NOUN	14	batmanforever
ground	NOUN	30	batmanforever
feat	NOUN	1	batmanforever
skill	NOUN	2	batmanforever
net	NOUN	12	batmanforever
light	NOUN	47	batmanforever
spot	NOUN	20	batmanforever
cable	NOUN	8	batmanforever
trapeze	NOUN	1	batmanforever
wire	NOUN	9	batmanforever
trapeze	NOUN	1	batmanforever
knee	NOUN	3	batmanforever
trapeze	NOUN	1	batmanforever
mom	NOUN	1	batmanforever
hand	NOUN	16	batmanforever
mid	NOUN	1	batmanforever
-	NOUN	0	batmanforever
air	NOUN	15	batmanforever
building	NOUN	14	batmanforever
momentum	NOUN	2	batmanforever
somersault	NOUN	2	batmanforever
vip	NOUN	1	batmanforever
section	NOUN	15	batmanforever
evening	NOUN	6	batmanforever
finery	NOUN	1	batmanforever
seat	NOUN	16	batmanforever
barrage	NOUN	3	batmanforever
photographer	NOUN	1	batmanforever
matron	NOUN	3	batmanforever
photo	NOUN	1	batmanforever
op	NOUN	0	batmanforever
flash	NOUN	19	batmanforever
matron	NOUN	3	batmanforever
show	NOUN	16	batmanforever
folk	NOUN	4	batmanforever
benefit	NOUN	5	batmanforever
donor	NOUN	2	batmanforever
smile	NOUN	3	batmanforever
folk	NOUN	4	batmanforever
ringmaster	NOUN	1	batmanforever
flight	NOUN	12	batmanforever
father	NOUN	9	batmanforever
hand	NOUN	16	batmanforever
air	NOUN	15	batmanforever
pov	NOUN	0	batmanforever
world	NOUN	9	batmanforever
time	NOUN	15	batmanforever
hand	NOUN	16	batmanforever
hand	NOUN	16	batmanforever
crowd	NOUN	6	batmanforever
instant	NOUN	5	batmanforever
safety	NOUN	6	batmanforever
ovation	NOUN	1	batmanforever
eye	NOUN	6	batmanforever
child	NOUN	4	batmanforever
kid	NOUN	7	batmanforever
couple	NOUN	9	batmanforever
martini	NOUN	1	batmanforever
routine	NOUN	4	batmanforever
act	NOUN	15	batmanforever
skin	NOUN	10	batmanforever
eye	NOUN	6	batmanforever
smile	NOUN	3	batmanforever
electricity	NOUN	3	batmanforever
ringmaster	NOUN	1	batmanforever
feat	NOUN	1	batmanforever
wonder	NOUN	6	batmanforever
eye	NOUN	6	batmanforever
hand	NOUN	16	batmanforever
curtain	NOUN	3	batmanforever
backstage	NOUN	4	batmanforever
finger	NOUN	7	batmanforever
ringmaster	NOUN	1	batmanforever
step	NOUN	21	batmanforever
ring	NOUN	15	batmanforever
rock	NOUN	9	batmanforever
surprise	NOUN	6	batmanforever
guy	NOUN	5	batmanforever
work	NOUN	34	batmanforever
sky	NOUN	2	batmanforever
ring	NOUN	15	batmanforever
car	NOUN	5	batmanforever
honking	NOUN	4	batmanforever
ring	NOUN	15	batmanforever
clown	NOUN	3	batmanforever
car	NOUN	5	batmanforever
ringmaster	NOUN	1	batmanforever
step	NOUN	21	batmanforever
arena	NOUN	4	batmanforever
face	NOUN	22	batmanforever
face	NOUN	22	batmanforever
gentleman	NOUN	2	batmanforever
term	NOUN	8	batmanforever
attention	NOUN	6	batmanforever
tonight	NOUN	2	batmanforever
act	NOUN	15	batmanforever
amusement	NOUN	2	batmanforever
thug	NOUN	1	batmanforever
clown	NOUN	3	batmanforever
costume	NOUN	6	batmanforever
exit	NOUN	6	batmanforever
machine	NOUN	8	batmanforever
gun	NOUN	8	batmanforever
audience	NOUN	4	batmanforever
head	NOUN	42	batmanforever
panic	NOUN	4	batmanforever
face	NOUN	22	batmanforever
People	NOUN	6	batmanforever
people	NOUN	6	batmanforever
grace	NOUN	9	batmanforever
pressure	NOUN	9	batmanforever
decorum	NOUN	1	batmanforever
machine	NOUN	8	batmanforever
gun	NOUN	8	batmanforever
burst	NOUN	12	batmanforever
thug	NOUN	1	batmanforever
sentry	NOUN	1	batmanforever
position	NOUN	18	batmanforever
section	NOUN	15	batmanforever
bleacher	NOUN	1	batmanforever
folk	NOUN	4	batmanforever
face	NOUN	22	batmanforever
attention	NOUN	6	batmanforever
spot	NOUN	20	batmanforever
crate	NOUN	3	batmanforever
rafter	NOUN	3	batmanforever
face	NOUN	22	batmanforever
box	NOUN	13	batmanforever
stick	NOUN	25	batmanforever
box	NOUN	13	batmanforever
hand	NOUN	16	batmanforever
radio	NOUN	5	batmanforever
detonator	NOUN	1	batmanforever
face	NOUN	22	batmanforever
button	NOUN	9	batmanforever
detonator	NOUN	1	batmanforever
countdown	NOUN	1	batmanforever
face	NOUN	22	batmanforever
minute	NOUN	8	batmanforever
hell	NOUN	6	batmanforever
face	NOUN	22	batmanforever
thing	NOUN	12	batmanforever
bleeding	NOUN	6	batmanforever
word	NOUN	11	batmanforever
face	NOUN	22	batmanforever
turn	NOUN	38	batmanforever
side	NOUN	14	batmanforever
face	NOUN	22	batmanforever
odd	NOUN	6	batmanforever
one	NOUN	9	batmanforever
face	NOUN	22	batmanforever
spin	NOUN	13	batmanforever
side	NOUN	14	batmanforever
face	NOUN	22	batmanforever
bat	NOUN	10	batmanforever
post	NOUN	23	batmanforever
haste	NOUN	3	batmanforever
killing	NOUN	19	batmanforever
spree	NOUN	2	batmanforever
city	NOUN	3	batmanforever
mayhem	NOUN	2	batmanforever
murder	NOUN	3	batmanforever
tonight	NOUN	2	batmanforever
folk	NOUN	4	batmanforever
corpse	NOUN	1	batmanforever
---well	NOUN	0	batmanforever
minute	NOUN	8	batmanforever
eye	NOUN	6	batmanforever
bomb	NOUN	5	batmanforever
secret	NOUN	14	batmanforever
life	NOUN	14	batmanforever
misunderstanding	NOUN	3	batmanforever
point	NOUN	40	batmanforever
rafter	NOUN	3	batmanforever
angle	NOUN	8	batmanforever
scaffolding	NOUN	2	batmanforever
bomb	NOUN	5	batmanforever
move	NOUN	21	batmanforever
beat	NOUN	34	batmanforever
help	NOUN	12	batmanforever
day	NOUN	10	batmanforever
thug	NOUN	1	batmanforever
fan	NOUN	7	batmanforever
guywire	NOUN	0	batmanforever
mom	NOUN	1	batmanforever
trapeze	NOUN	1	batmanforever
platform	NOUN	5	batmanforever
thug	NOUN	1	batmanforever
gymnast	NOUN	1	batmanforever
trapeze	NOUN	1	batmanforever
trapeze	NOUN	1	batmanforever
wire	NOUN	9	batmanforever
catwalk	NOUN	2	batmanforever
distraction	NOUN	4	batmanforever
rail	NOUN	15	batmanforever
race	NOUN	10	batmanforever
CROWD	NOUN	6	batmanforever
trapeze	NOUN	1	batmanforever
leg	NOUN	9	batmanforever
jump	NOUN	21	batmanforever
trapeze	NOUN	1	batmanforever
mom	NOUN	1	batmanforever
platform	NOUN	5	batmanforever
mid	NOUN	1	batmanforever
-	NOUN	0	batmanforever
air	NOUN	15	batmanforever
folk	NOUN	4	batmanforever
audience	NOUN	4	batmanforever
sentry	NOUN	1	batmanforever
mom	NOUN	1	batmanforever
trapeze	NOUN	1	batmanforever
leg	NOUN	9	batmanforever
ankle	NOUN	1	batmanforever
rope	NOUN	4	batmanforever
floor	NOUN	12	batmanforever
thug	NOUN	1	batmanforever
fight	NOUN	9	batmanforever
rope	NOUN	4	batmanforever
guywire	NOUN	0	batmanforever
chain	NOUN	12	batmanforever
anchor	NOUN	5	batmanforever
mom	NOUN	1	batmanforever
trapeze	NOUN	1	batmanforever
momentum	NOUN	2	batmanforever
rafter	NOUN	3	batmanforever
crate	NOUN	3	batmanforever
circus	NOUN	6	batmanforever
floor	NOUN	12	batmanforever
thug	NOUN	1	batmanforever
trap	NOUN	12	batmanforever
door	NOUN	5	batmanforever
thrill	NOUN	7	batmanforever
seeker	NOUN	2	batmanforever
machine	NOUN	8	batmanforever
gun	NOUN	8	batmanforever
crowd	NOUN	6	batmanforever
service	NOUN	18	batmanforever
ladder	NOUN	4	batmanforever
roof	NOUN	5	batmanforever
hatch	NOUN	8	batmanforever
trapeze	NOUN	1	batmanforever
swing	NOUN	22	batmanforever
mom	NOUN	1	batmanforever
sail	NOUN	7	batmanforever
net	NOUN	12	batmanforever
shoulder	NOUN	8	batmanforever
punch	NOUN	6	batmanforever
guy	NOUN	5	batmanforever
face	NOUN	22	batmanforever
way	NOUN	13	batmanforever
face	NOUN	22	batmanforever
grayson	NOUN	0	batmanforever
pocket	NOUN	11	batmanforever
coin	NOUN	3	batmanforever
face	NOUN	22	batmanforever
day	NOUN	10	batmanforever
question	NOUN	11	batmanforever
coin	NOUN	3	batmanforever
death	NOUN	8	batmanforever
side	NOUN	14	batmanforever
gun	NOUN	8	batmanforever
face	NOUN	22	batmanforever
day	NOUN	10	batmanforever
ring	NOUN	15	batmanforever
roof	NOUN	5	batmanforever
hatch	NOUN	8	batmanforever
mom	NOUN	1	batmanforever
pointing	NOUN	14	batmanforever
gun	NOUN	8	batmanforever
race	NOUN	10	batmanforever
face	NOUN	22	batmanforever
broadside	NOUN	8	batmanforever
fire	NOUN	18	batmanforever
bullet	NOUN	3	batmanforever
cutting	NOUN	54	batmanforever
rope	NOUN	4	batmanforever
face	NOUN	22	batmanforever
circus	NOUN	6	batmanforever
freak	NOUN	3	batmanforever
face	NOUN	22	batmanforever
tunnel	NOUN	4	batmanforever
foot	NOUN	14	batmanforever
charge	NOUN	40	batmanforever
escape	NOUN	15	batmanforever
hatch	NOUN	8	batmanforever
access	NOUN	8	batmanforever
way	NOUN	13	batmanforever
fire	NOUN	18	batmanforever
way	NOUN	13	batmanforever
roof	NOUN	5	batmanforever
bomb	NOUN	5	batmanforever
rope	NOUN	4	batmanforever
sling	NOUN	9	batmanforever
night	NOUN	8	batmanforever
bomb	NOUN	5	batmanforever
harbor	NOUN	6	batmanforever
water	NOUN	10	batmanforever
sink	NOUN	13	batmanforever
beat	NOUN	34	batmanforever
night	NOUN	8	batmanforever
explosion	NOUN	7	batmanforever
catwalk	NOUN	2	batmanforever
rail	NOUN	15	batmanforever
no	NOUN	6	batmanforever
face	NOUN	22	batmanforever
life	NOUN	14	batmanforever
end	NOUN	18	batmanforever
pov	NOUN	0	batmanforever
body	NOUN	12	batmanforever
mother	NOUN	7	batmanforever
father	NOUN	9	batmanforever
brother	NOUN	5	batmanforever
boy	NOUN	4	batmanforever
face	NOUN	22	batmanforever
echo	NOUN	9	batmanforever
pain	NOUN	7	batmanforever
police	NOUN	2	batmanforever
car	NOUN	5	batmanforever
head	NOUN	42	batmanforever
manor	NOUN	2	batmanforever
pack	NOUN	22	batmanforever
back	NOUN	28	batmanforever
motorcycle	NOUN	2	batmanforever
cruiser	NOUN	3	batmanforever
house	NOUN	14	batmanforever
form	NOUN	23	batmanforever
day	NOUN	10	batmanforever
head	NOUN	42	batmanforever
door	NOUN	5	batmanforever
direction	NOUN	9	batmanforever
do	NOUN	16	batmanforever
house	NOUN	14	batmanforever
room	NOUN	5	batmanforever
foyer	NOUN	1	batmanforever
room	NOUN	5	batmanforever
sauna	NOUN	1	batmanforever
shoulder	NOUN	8	batmanforever
cruiser	NOUN	3	batmanforever
sight	NOUN	9	batmanforever
cop	NOUN	3	batmanforever
truckload	NOUN	0	batmanforever
service	NOUN	18	batmanforever
interview	NOUN	5	batmanforever
will	NOUN	6	batmanforever
offense	NOUN	5	batmanforever
thank	NOUN	1	batmanforever
door	NOUN	5	batmanforever
circus	NOUN	6	batmanforever
place	NOUN	32	batmanforever
circus	NOUN	6	batmanforever
family	NOUN	8	batmanforever
fix	NOUN	17	batmanforever
face	NOUN	22	batmanforever
face	NOUN	22	batmanforever
pain	NOUN	7	batmanforever
sermon	NOUN	2	batmanforever
guy	NOUN	5	batmanforever
deed	NOUN	2	batmanforever
past	NOUN	6	batmanforever
sadness	NOUN	3	batmanforever
shame	NOUN	7	batmanforever
tray	NOUN	1	batmanforever
broil	NOUN	4	batmanforever
potato	NOUN	2	batmanforever
green	NOUN	14	batmanforever
feast	NOUN	7	batmanforever
master	NOUN	15	batmanforever
dog	NOUN	8	batmanforever
stair	NOUN	1	batmanforever
guest	NOUN	4	batmanforever
suite	NOUN	4	batmanforever
case	NOUN	22	batmanforever
nose	NOUN	14	batmanforever
vase	NOUN	1	batmanforever
rose	NOUN	21	batmanforever
stare	NOUN	3	batmanforever
photo	NOUN	1	batmanforever
knowledge	NOUN	1	batmanforever
future	NOUN	7	batmanforever
coffin	NOUN	2	batmanforever
middle	NOUN	9	batmanforever
room	NOUN	5	batmanforever
corpse	NOUN	1	batmanforever
death	NOUN	8	batmanforever
boy	NOUN	4	batmanforever
desk	NOUN	1	batmanforever
leather	NOUN	2	batmanforever
book	NOUN	15	batmanforever
thunder	NOUN	7	batmanforever
crack	NOUN	24	batmanforever
wind	NOUN	15	batmanforever
house	NOUN	14	batmanforever
blood	NOUN	6	batmanforever
window	NOUN	8	batmanforever
glass	NOUN	12	batmanforever
darkness	NOUN	6	batmanforever
bat	NOUN	10	batmanforever
chair	NOUN	7	batmanforever
rose	NOUN	21	batmanforever
image	NOUN	11	batmanforever
flash	NOUN	19	batmanforever
memory	NOUN	5	batmanforever
night	NOUN	8	batmanforever
eye	NOUN	6	batmanforever
parent	NOUN	3	batmanforever
monster	NOUN	5	batmanforever
night	NOUN	8	batmanforever
scream	NOUN	6	batmanforever
gunshot	NOUN	1	batmanforever
face	NOUN	22	batmanforever
boy	NOUN	4	batmanforever
parent	NOUN	3	batmanforever
no	NOUN	6	batmanforever
light	NOUN	47	batmanforever
window	NOUN	8	batmanforever
room	NOUN	5	batmanforever
face	NOUN	22	batmanforever
beam	NOUN	13	batmanforever
sky	NOUN	2	batmanforever
bedroom	NOUN	1	batmanforever
house	NOUN	14	batmanforever
speed	NOUN	10	batmanforever
car	NOUN	5	batmanforever
fusion	NOUN	7	batmanforever
drive	NOUN	34	batmanforever
projector	NOUN	2	batmanforever
night	NOUN	8	batmanforever
cloud	NOUN	14	batmanforever
neighboring	NOUN	3	batmanforever
roof	NOUN	5	batmanforever
one	NOUN	9	batmanforever
light	NOUN	47	batmanforever
city	NOUN	3	batmanforever
wind	NOUN	15	batmanforever
shadow	NOUN	12	batmanforever
searchlight	NOUN	1	batmanforever
home	NOUN	17	batmanforever
signal	NOUN	6	batmanforever
night	NOUN	8	batmanforever
circus	NOUN	6	batmanforever
coin	NOUN	3	batmanforever
justice	NOUN	4	batmanforever
heel	NOUN	11	batmanforever
beeper	NOUN	1	batmanforever
interest	NOUN	10	batmanforever
cape	NOUN	2	batmanforever
girl	NOUN	5	batmanforever
psychosis	NOUN	1	batmanforever
car	NOUN	5	batmanforever
chick	NOUN	2	batmanforever
car	NOUN	5	batmanforever
kind	NOUN	4	batmanforever
man	NOUN	13	batmanforever
grade	NOUN	13	batmanforever
school	NOUN	10	batmanforever
guy	NOUN	5	batmanforever
earring	NOUN	1	batmanforever
college	NOUN	3	batmanforever
motorcycle	NOUN	2	batmanforever
leather	NOUN	2	batmanforever
jacket	NOUN	7	batmanforever
finger	NOUN	7	batmanforever
outline	NOUN	6	batmanforever
mask	NOUN	9	batmanforever
rubber	NOUN	7	batmanforever
fireman	NOUN	4	batmanforever
work	NOUN	34	batmanforever
mask	NOUN	9	batmanforever
hand	NOUN	16	batmanforever
mask	NOUN	9	batmanforever
life	NOUN	14	batmanforever
book	NOUN	15	batmanforever
kind	NOUN	4	batmanforever
guy	NOUN	5	batmanforever
family	NOUN	8	batmanforever
picnic	NOUN	4	batmanforever
try	NOUN	10	batmanforever
wine	NOUN	4	batmanforever
psyche	NOUN	3	batmanforever
woman	NOUN	4	batmanforever
homework	NOUN	1	batmanforever
skin	NOUN	10	batmanforever
vinyl	NOUN	2	batmanforever
whip	NOUN	11	batmanforever
body	NOUN	12	batmanforever
luck	NOUN	3	batmanforever
woman	NOUN	4	batmanforever
woman	NOUN	4	batmanforever
mouth	NOUN	11	batmanforever
trench	NOUN	9	batmanforever
coat	NOUN	6	batmanforever
pajama	NOUN	2	batmanforever
roof	NOUN	5	batmanforever
beacon	NOUN	5	batmanforever
alarm	NOUN	6	batmanforever
night	NOUN	8	batmanforever
dive	NOUN	7	batmanforever
building	NOUN	14	batmanforever
part	NOUN	18	batmanforever
town	NOUN	4	batmanforever
siren	NOUN	5	batmanforever
cruiser	NOUN	3	batmanforever
pot	NOUN	10	batmanforever
street	NOUN	5	batmanforever
bridge	NOUN	12	batmanforever
structure	NOUN	6	batmanforever
room	NOUN	5	batmanforever
POLICE	NOUN	2	batmanforever
siren	NOUN	5	batmanforever
trap	NOUN	12	batmanforever
door	NOUN	5	batmanforever
floor	NOUN	12	batmanforever
face	NOUN	22	batmanforever
face	NOUN	22	batmanforever
day	NOUN	10	batmanforever
voice	NOUN	13	batmanforever
angle	NOUN	8	batmanforever
silhouette	NOUN	4	batmanforever
dark	NOUN	16	batmanforever
face	NOUN	22	batmanforever
gun	NOUN	8	batmanforever
answer	NOUN	15	batmanforever
enemy	NOUN	4	batmanforever
face	NOUN	22	batmanforever
voice	NOUN	13	batmanforever
figure	NOUN	18	batmanforever
shadow	NOUN	12	batmanforever
costume	NOUN	6	batmanforever
lime	NOUN	8	batmanforever
green	NOUN	14	batmanforever
question	NOUN	11	batmanforever
mark	NOUN	30	batmanforever
eye	NOUN	6	batmanforever
mask	NOUN	9	batmanforever
derby	NOUN	1	batmanforever
cane	NOUN	4	batmanforever
replica	NOUN	1	batmanforever
outfit	NOUN	4	batmanforever
face	NOUN	22	batmanforever
river	NOUN	1	batmanforever
downtown	NOUN	3	batmanforever
spot	NOUN	20	batmanforever
need	NOUN	7	batmanforever
face	NOUN	22	batmanforever
congratulation	NOUN	2	batmanforever
dean	NOUN	4	batmanforever
list	NOUN	7	batmanforever
face	NOUN	22	batmanforever
gun	NOUN	8	batmanforever
trigger	NOUN	5	batmanforever
impulse	NOUN	6	batmanforever
control	NOUN	19	batmanforever
problem	NOUN	3	batmanforever
place	NOUN	32	batmanforever
touch	NOUN	27	batmanforever
side	NOUN	14	batmanforever
side	NOUN	14	batmanforever
suit	NOUN	10	batmanforever
people	NOUN	6	batmanforever
summer	NOUN	3	batmanforever
winter	NOUN	2	batmanforever
face	NOUN	22	batmanforever
man	NOUN	13	batmanforever
death	NOUN	8	batmanforever
wish	NOUN	10	batmanforever
statue	NOUN	1	batmanforever
acrobat	NOUN	1	batmanforever
circus	NOUN	6	batmanforever
face	NOUN	22	batmanforever
cock	NOUN	8	batmanforever
hammer	NOUN	10	batmanforever
counselor	NOUN	3	batmanforever
fire	NOUN	18	batmanforever
question	NOUN	11	batmanforever
thumb	NOUN	6	batmanforever
hand	NOUN	16	batmanforever
bulb	NOUN	6	batmanforever
room	NOUN	5	batmanforever
shadow	NOUN	12	batmanforever
wall	NOUN	9	batmanforever
shadow	NOUN	12	batmanforever
bat	NOUN	10	batmanforever
hate	NOUN	2	batmanforever
friend	NOUN	5	batmanforever
hate	NOUN	2	batmanforever
night	NOUN	8	batmanforever
dawn	NOUN	6	batmanforever
kind	NOUN	4	batmanforever
hate	NOUN	2	batmanforever
idea	NOUN	5	batmanforever
bullet	NOUN	3	batmanforever
spray	NOUN	9	batmanforever
blood	NOUN	6	batmanforever
rush	NOUN	16	batmanforever
hand	NOUN	16	batmanforever
depression	NOUN	10	batmanforever
frailty	NOUN	2	batmanforever
hand	NOUN	16	batmanforever
gesture	NOUN	4	batmanforever
front	NOUN	13	batmanforever
room	NOUN	5	batmanforever
leather	NOUN	2	batmanforever
side	NOUN	14	batmanforever
tv	NOUN	2	batmanforever
beam	NOUN	13	batmanforever
box	NOUN	13	batmanforever
receiver	NOUN	6	batmanforever
electrode	NOUN	1	batmanforever
face	NOUN	22	batmanforever
hit	NOUN	24	batmanforever
face	NOUN	22	batmanforever
electrode	NOUN	1	batmanforever
forehead	NOUN	2	batmanforever
beat	NOUN	34	batmanforever
gun	NOUN	8	batmanforever
face	NOUN	22	batmanforever
receiver	NOUN	6	batmanforever
skull	NOUN	1	batmanforever
dose	NOUN	6	batmanforever
energy	NOUN	7	batmanforever
shit	NOUN	8	batmanforever
poet	NOUN	1	batmanforever
sentiment	NOUN	2	batmanforever
hand	NOUN	16	batmanforever
front	NOUN	13	batmanforever
girl	NOUN	5	batmanforever
eye	NOUN	6	batmanforever
response	NOUN	7	batmanforever
girl	NOUN	5	batmanforever
brain	NOUN	7	batmanforever
box	NOUN	13	batmanforever
brain	NOUN	7	batmanforever
brain	NOUN	7	batmanforever
electrode	NOUN	1	batmanforever
forehead	NOUN	2	batmanforever
brain	NOUN	7	batmanforever
brain	NOUN	7	batmanforever
brain	NOUN	7	batmanforever
egg	NOUN	5	batmanforever
receiver	NOUN	6	batmanforever
face	NOUN	22	batmanforever
no	NOUN	6	batmanforever
.	NOUN	0	batmanforever
fringe	NOUN	8	batmanforever
benefit	NOUN	5	batmanforever
concept	NOUN	1	batmanforever
counselor	NOUN	3	batmanforever
production	NOUN	8	batmanforever
capital	NOUN	11	batmanforever
vest	NOUN	7	batmanforever
empire	NOUN	5	batmanforever
return	NOUN	29	batmanforever
riddle	NOUN	8	batmanforever
face	NOUN	22	batmanforever
eye	NOUN	6	batmanforever
interest	NOUN	10	batmanforever
eye	NOUN	6	batmanforever
face	NOUN	22	batmanforever
person	NOUN	3	batmanforever
friend	NOUN	5	batmanforever
proposition	NOUN	6	batmanforever
coin	NOUN	3	batmanforever
offer	NOUN	16	batmanforever
barrel	NOUN	6	batmanforever
temple	NOUN	4	batmanforever
head	NOUN	42	batmanforever
face	NOUN	22	batmanforever
air	NOUN	15	batmanforever
thug	NOUN	1	batmanforever
handful	NOUN	2	batmanforever
gem	NOUN	5	batmanforever
button	NOUN	9	batmanforever
toon	NOUN	1	batmanforever
theme	NOUN	6	batmanforever
face	NOUN	22	batmanforever
surveillance	NOUN	1	batmanforever
screen	NOUN	16	batmanforever
face	NOUN	22	batmanforever
stand	NOUN	24	batmanforever
palette	NOUN	3	batmanforever
jeweler	NOUN	2	batmanforever
felt	NOUN	17	batmanforever
diamond	NOUN	6	batmanforever
monocle	NOUN	1	batmanforever
stone	NOUN	16	batmanforever
face	NOUN	22	batmanforever
palette	NOUN	3	batmanforever
diamond	NOUN	6	batmanforever
loot	NOUN	4	batmanforever
bag	NOUN	14	batmanforever
head	NOUN	42	batmanforever
counter	NOUN	13	batmanforever
message	NOUN	5	batmanforever
crime	NOUN	2	batmanforever
map	NOUN	8	batmanforever
proximity	NOUN	3	batmanforever
crime	NOUN	2	batmanforever
site	NOUN	4	batmanforever
halt	NOUN	8	batmanforever
door	NOUN	5	batmanforever
girl	NOUN	5	batmanforever
mask	NOUN	9	batmanforever
fume	NOUN	5	batmanforever
news	NOUN	5	batmanforever
mastermind	NOUN	3	batmanforever
diamond	NOUN	6	batmanforever
yesterday	NOUN	4	batmanforever
sign	NOUN	20	batmanforever
change	NOUN	20	batmanforever
island	NOUN	2	batmanforever
news	NOUN	5	batmanforever
entrepreneur	NOUN	1	batmanforever
lease	NOUN	7	batmanforever
ground	NOUN	30	batmanforever
electronic	NOUN	2	batmanforever
plant	NOUN	10	batmanforever
truck	NOUN	3	batmanforever
street	NOUN	5	batmanforever
thug	NOUN	1	batmanforever
bag	NOUN	14	batmanforever
loot	NOUN	4	batmanforever
face	NOUN	22	batmanforever
guard	NOUN	14	batmanforever
sentry	NOUN	1	batmanforever
crony	NOUN	1	batmanforever
face	NOUN	22	batmanforever
fist	NOUN	1	batmanforever
face	NOUN	22	batmanforever
swing	NOUN	22	batmanforever
guard	NOUN	14	batmanforever
chin	NOUN	3	batmanforever
light	NOUN	47	batmanforever
face	NOUN	22	batmanforever
fist	NOUN	1	batmanforever
punch	NOUN	6	batmanforever
girl	NOUN	5	batmanforever
heart	NOUN	10	batmanforever
face	NOUN	22	batmanforever
hauls	NOUN	4	batmanforever
blow	NOUN	29	batmanforever
face	NOUN	22	batmanforever
head	NOUN	42	batmanforever
guard	NOUN	14	batmanforever
try	NOUN	10	batmanforever
newspaper	NOUN	4	batmanforever
face	NOUN	22	batmanforever
newspaper	NOUN	4	batmanforever
hand	NOUN	16	batmanforever
door	NOUN	5	batmanforever
door	NOUN	5	batmanforever
museum	NOUN	1	batmanforever
wife	NOUN	1	batmanforever
smile	NOUN	3	batmanforever
face	NOUN	22	batmanforever
coast	NOUN	5	batmanforever
doorway	NOUN	1	batmanforever
alcove	NOUN	1	batmanforever
construction	NOUN	7	batmanforever
progress	NOUN	6	batmanforever
robot	NOUN	1	batmanforever
arm	NOUN	8	batmanforever
face	NOUN	22	batmanforever
hit	NOUN	24	batmanforever
electrode	NOUN	1	batmanforever
receiver	NOUN	6	batmanforever
eye	NOUN	6	batmanforever
electrode	NOUN	1	batmanforever
addict	NOUN	3	batmanforever
eye	NOUN	6	batmanforever
face	NOUN	22	batmanforever
thug	NOUN	1	batmanforever
painting	NOUN	8	batmanforever
booth	NOUN	4	batmanforever
spray	NOUN	9	batmanforever
boat	NOUN	3	batmanforever
hull	NOUN	7	batmanforever
laundry	NOUN	2	batmanforever
tv	NOUN	2	batmanforever
clothe	NOUN	3	batmanforever
art	NOUN	4	batmanforever
technique	NOUN	2	batmanforever
VONDELLE	NOUN	0	batmanforever
touch	NOUN	27	batmanforever
city	NOUN	3	batmanforever
sissy	NOUN	2	batmanforever
sign	NOUN	20	batmanforever
trouble	NOUN	11	batmanforever
swing	NOUN	22	batmanforever
audience	NOUN	4	batmanforever
translation	NOUN	7	batmanforever
screen	NOUN	16	batmanforever
stage	NOUN	10	batmanforever
hand	NOUN	16	batmanforever
translator	NOUN	3	batmanforever
beam	NOUN	13	batmanforever
audience	NOUN	4	batmanforever
performer	NOUN	1	batmanforever
face	NOUN	22	batmanforever
thug	NOUN	1	batmanforever
balcony	NOUN	2	batmanforever
sunglass	NOUN	1	batmanforever
strip	NOUN	19	batmanforever
folk	NOUN	4	batmanforever
cash	NOUN	4	batmanforever
jewel	NOUN	3	batmanforever
stage	NOUN	10	batmanforever
audience	NOUN	4	batmanforever
race	NOUN	10	batmanforever
orchestra	NOUN	2	batmanforever
valuable	NOUN	3	batmanforever
mouth	NOUN	11	batmanforever
victim	NOUN	2	batmanforever
robbery	NOUN	2	batmanforever
opera	NOUN	3	batmanforever
jewel	NOUN	3	batmanforever
woman	NOUN	4	batmanforever
mouth	NOUN	11	batmanforever
jewel	NOUN	3	batmanforever
man	NOUN	13	batmanforever
mouth	NOUN	11	batmanforever
man	NOUN	13	batmanforever
stage	NOUN	10	batmanforever
thug	NOUN	1	batmanforever
bag	NOUN	14	batmanforever
loot	NOUN	4	batmanforever
button	NOUN	9	batmanforever
cane	NOUN	4	batmanforever
face	NOUN	22	batmanforever
time	NOUN	15	batmanforever
riddler	NOUN	0	batmanforever
seat	NOUN	16	batmanforever
stop	NOUN	22	batmanforever
opera	NOUN	3	batmanforever
house	NOUN	14	batmanforever
face	NOUN	22	batmanforever
thug	NOUN	1	batmanforever
stage	NOUN	10	batmanforever
ceiling	NOUN	4	batmanforever
audience	NOUN	4	batmanforever
box	NOUN	13	batmanforever
question	NOUN	11	batmanforever
mark	NOUN	30	batmanforever
center	NOUN	23	batmanforever
stage	NOUN	10	batmanforever
top	NOUN	22	batmanforever
pair	NOUN	9	batmanforever
plastic	NOUN	5	batmanforever
hand	NOUN	16	batmanforever
translator	NOUN	3	batmanforever
beam	NOUN	13	batmanforever
appearance	NOUN	6	batmanforever
stage	NOUN	10	batmanforever
laughing	NOUN	2	batmanforever
tiara	NOUN	1	batmanforever
scream	NOUN	6	batmanforever
headline	NOUN	3	batmanforever
flop	NOUN	9	batmanforever
riddler	NOUN	0	batmanforever
face	NOUN	22	batmanforever
million	NOUN	3	batmanforever
b.g	NOUN	0	batmanforever
sign	NOUN	20	batmanforever
crane	NOUN	6	batmanforever
detail	NOUN	7	batmanforever
podium	NOUN	1	batmanforever
press	NOUN	23	batmanforever
conference	NOUN	3	batmanforever
score	NOUN	18	batmanforever
